orphanet id	name	prevalence count
83452	Complex regional pain syndrome	2
83450	Regional odontodysplasia	2
86820	Familial avascular necrosis of femoral head	2
86789	Patella aplasia/hypoplasia	2
521414	Autosomal dominant Charcot-Marie-Tooth disease type 2DD	2
85297	X-linked spinocerebellar ataxia type 3	2
85324	X-linked intellectual disability, Shrimpton type	2
85325	X-linked intellectual disability, Stevenson type	2
85319	X-linked intellectual disability-epilepsy-progressive joint contractures-dysmorphism syndrome	2
85320	X-linked intellectual disability-macrocephaly-macroorchidism syndrome	2
85321	Deafness-intellectual disability syndrome, Martin-Probst type	2
85295	HSD10 disease, atypical type	2
85317	X-linked intellectual disability-hypogammaglobulinemia-progressive neurological deterioration syndrome	2
86814	Benign adult familial myoclonic epilepsy	2
85290	X-linked intellectual disability, Wilson type	2
85292	X-linked spinocerebellar ataxia type 4	2
85293	X-linked intellectual disability, Cabezas type	2
85288	X-linked intellectual disability, Stocco Dos Santos type	2
85287	X-linked intellectual disability, Siderius type	2
85286	X-linked intellectual disability, Shashi type	2
85323	X-linked intellectual disability, Seemanova type	2
85322	X-linked intellectual disability, Pai type	2
85329	X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome	2
85326	X-linked intellectual disability, Stoll type	2
85327	X-linked intellectual disability-acromegaly-hyperactivity syndrome	2
85336	X-linked neurodegenerative syndrome, Hamel type	2
85334	X-linked neurodegenerative syndrome, Bertini type	2
85335	Fried syndrome	2
85414	Systemic-onset juvenile idiopathic arthritis	2
85338	X-linked intellectual disability-ataxia-apraxia syndrome	2
85442	Short stature-pituitary and cerebellar defects-small sella turcica syndrome	2
85458	Hereditary cerebral hemorrhage with amyloidosis	2
85453	X-linked reticulate pigmentary disorder	2
86788	X-linked severe congenital neutropenia	2
86309	DPAGT1-CDG	2
85448	AGel amyloidosis	2
86813	Helicoid peripapillary chorioretinal degeneration	2
83453	Vulvovaginal gingival syndrome	2
514352	Congenital brachyesophagus-intrathoracic stomach-vertebral anomalies syndrome	2
83619	Macrostomia-preauricular tags-external ophthalmoplegia syndrome	2
97286	Carney-Stratakis syndrome	2
96181	Maternal uniparental disomy of chromosome 6	2
97560	Primary membranous glomerulonephritis	2
97360	Robinow syndrome	2
97340	Hunter-McAlpine syndrome	2
97341	Persistent placoid maculopathy	2
97297	Bohring-Opitz syndrome	2
97280	Glucagonoma	2
83620	Enteric anendocrinosis	2
97282	VIPoma	2
97283	Somatostatinoma	2
97249	Pontocerebellar hypoplasia type 3	2
97242	Congenital muscular dystrophy	2
600731	Clark-Baraitser syndrome	2
98249	Ehlers-Danlos syndrome	2
96178	Ring chromosome 16 syndrome	2
96177	Ring chromosome 15 syndrome	2
96188	Maternal uniparental disomy of chromosome 22	2
96187	Maternal uniparental disomy of chromosome 21	2
96186	Maternal uniparental disomy of chromosome 20	2
96184	Temple syndrome due to maternal uniparental disomy of chromosome 14	2
96192	Paternal uniparental disomy of chromosome 7	2
96253	Cushing disease	2
96264	49,XXXXY syndrome	2
96263	48,XXXY syndrome	2
96334	Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14	2
97214	Eisenmenger syndrome	2
97234	Glycogen storage disease due to phosphoglycerate mutase deficiency	2
97239	Reducing body myopathy	2
97240	Zebra body myopathy	2
97229	Riboflavin transporter deficiency	2
97230	Solar urticaria	2
98085	46,XY disorder of sex development	2
85165	Severe achondroplasia-developmental delay-acanthosis nigricans syndrome	2
85167	Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome	2
85163	Hypomyelination-congenital cataract syndrome	2
83628	LUMBAR syndrome	2
83616	Rubella panencephalitis	2
83617	Agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome	2
83594	Eastern equine encephalitis	2
83597	Acute disseminated encephalomyelitis	2
83483	La Crosse encephalitis	2
83484	St. Louis encephalitis	2
83593	Western equine encephalitis	2
84090	Fibronectin glomerulopathy	2
513436	Autosomal recessive spastic paraplegia type 78	2
83639	Hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency	2
83629	Leukoencephalopathy-spondyloepimetaphyseal dysplasia syndrome	2
513456	Intellectual disability-seizures-abnormal gait-facial dysmorphism syndrome	2
83642	Microcytic anemia with liver iron overload	2
85164	Camptodactyly-tall stature-scoliosis-hearing loss syndrome	2
85168	Craniofacial conodysplasia	2
85146	Neurogenic scapuloperoneal syndrome, Kaeser type	2
85162	Facial onset sensory and motor neuronopathy	2
85136	Cystic leukoencephalopathy without megalencephaly	2
85110	Familial encephalopathy with neuroserpin inclusion bodies	2
85112	Palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome	2
84132	Desmin-related myopathy with Mallory body-like inclusions	2
84142	Isaacs syndrome	2
84093	Hereditary thermosensitive neuropathy	2
85186	Endosteal sclerosis-cerebellar hypoplasia syndrome	2
85184	Craniometadiaphyseal dysplasia, wormian bone type	2
85175	Astley-Kendall dysplasia	2
85174	Pseudodiastrophic dysplasia	2
85173	IMAGe syndrome	2
85172	Microcephalic osteodysplastic dysplasia, Saul-Wilson type	2
85285	X-linked intellectual disability, Schimke type	2
85284	BRESEK syndrome	2
85283	X-linked intellectual disability, Miles-Carpenter type	2
529980	Inflammatory bowel disease-recurrent sinopulmonary infections syndrome	2
90399	Localized lichen myxedematosus with monoclonal gammopathy or systemic symptoms	2
90398	Localized lichen myxedematosus with mixed features of different subtypes	2
529574	Duane retraction syndrome with congenital deafness	2
90400	Scleromyxedema without monoclonal gammopathy	2
529965	Intellectual disability-autism-speech apraxia-craniofacial dysmorphism syndrome	2
529977	Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections-lymphopenia syndrome	2
90791	Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency	2
79394	Congenital non-bullous ichthyosiform erythroderma	2
529864	Secondary erythromelalgia	2
529962	17q24.2 microdeletion syndrome	2
93317	Spondylometaphyseal dysplasia, Sedaghatian type	2
93316	Spondylometaphyseal dysplasia, Schmidt type	2
93315	Spondylometaphyseal dysplasia, 'corner fracture' type	2
93311	Multiple epiphyseal dysplasia type 5	2
90390	Anonychia-onychodystrophy syndrome	2
90652	Otopalatodigital syndrome type 2	2
529665	Neurodevelopmental delay-seizures-ophthalmic anomalies-osteopenia-cerebellar atrophy syndrome	2
90646	Deafness-hypogonadism syndrome	2
91387	Familial thoracic aortic aneurysm and aortic dissection	2
91396	Isolated cryptophthalmia	2
91496	Snowflake vitreoretinal degeneration	2
91494	Macular coloboma-cleft palate-hallux valgus syndrome	2
91498	Familial congenital palsy of trochlear nerve	2
91481	Ring dermoid of cornea	2
91130	Cardiomyopathy-hypotonia-lactic acidosis syndrome	2
91131	DK1-CDG	2
91132	Ichthyosis-hypotrichosis syndrome	2
90795	Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency	2
90796	46,XY disorder of sex development due to isolated 17,20-lyase deficiency	2
91136	Acquired monoclonal Ig light chain-associated Fanconi syndrome	2
91135	Body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency	2
93302	Brachyolmia, Maroteaux type	2
93352	Spondyloepimetaphyseal dysplasia, Shohat type	2
93356	Spondyloepimetaphyseal dysplasia, Missouri type	2
93282	Spondyloepimetaphyseal dysplasia, PAPSS2 type	2
521305	Proximal myopathy with focal depletion of mitochondria	2
521308	Frontonasal dysplasia-bifid nose-upper limb anomalies syndrome	2
521390	Spastic paraplegia-intellectual disability-nystagmus-obesity syndrome	2
521406	Dystonia-parkinsonism-hypermanganesemia syndrome	2
89838	Autosomal recessive generalized epidermolysis bullosa simplex	2
521411	Autosomal recessive axonal Charcot-Marie-Tooth disease due to copper metabolism defect	2
88991	Rare congenital non-syndromic heart malformation	2
88924	Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis	2
88917	X-linked Alport syndrome	2
528105	Hypohidrosis-electrolyte imbalance-lacrimal gland dysfunction-ichthyosis-xerostomia syndrome	2
528091	Hydrops-lactic acidosis-sideroblastic anemia-multisystemic failure syndrome	2
93262	Crouzon syndrome-acanthosis nigricans syndrome	2
93269	Short rib-polydactyly syndrome, Majewski type	2
93267	Cloverleaf skull-multiple congenital anomalies syndrome	2
93283	Spondyloepiphyseal dysplasia, Kimberley type	2
93347	Anauxetic dysplasia	2
93279	Mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis	2
93108	Renal dysplasia	2
527497	NKX6-2-related autosomal recessive hypomyelinating leukodystrophy	2
93109	Congenital megacalycosis	2
527450	Severe myopia-generalized joint laxity-short stature syndrome	2
93100	Renal agenesis, unilateral	2
527468	Diaphragmatic hernia-short bowel-asplenia syndrome	2
92050	Congenital tufting enteropathy	2
93114	Autosomal dominant intermediate Charcot-Marie-Tooth disease type E	2
93172	Renal dysplasia, unilateral	2
93329	Autosomal recessive omodysplasia	2
93333	Pelviscapular dysplasia	2
527276	Encephalopathy due to mitochondrial and peroxisomal fission defect	2
93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	2
91138	Cryoglobulinemic vasculitis	2
79395	Keratoderma hereditarium mutilans with ichthyosis	2
85282	MEHMO syndrome	2
79319	MPI-CDG	2
79351	3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form	2
79302	Congenital bile acid synthesis defect type 3	2
79310	Vitamin B12-responsive methylmalonic acidemia type cblA	2
79312	Vitamin B12-unresponsive methylmalonic acidemia type mut-	2
79315	D-2-hydroxyglutaric aciduria	2
79314	L-2-hydroxyglutaric aciduria	2
79320	ALG6-CDG	2
79401	PLEC-related intermediate epidermolysis bullosa simplex without extracutaneous involvement	2
79321	ALG3-CDG	2
79322	DPM1-CDG	2
79323	MPDU1-CDG	2
79324	ALG12-CDG	2
79325	ALG8-CDG	2
79326	ALG2-CDG	2
79350	3-phosphoserine phosphatase deficiency, infantile/juvenile form	2
79347	Chondrodysplasia punctata, Toriello type	2
85191	Singleton-Merten dysplasia	2
85192	Calvarial doughnut lesions-bone fragility syndrome	2
85194	Spondylo-ocular syndrome	2
85199	Craniosynostosis-anal anomalies-porokeratosis syndrome	2
85201	Genitopatellar syndrome	2
85203	Acropectoral syndrome	2
85202	Keutel syndrome	2
85273	X-linked intellectual disability, Abidi type	2
85212	Fetal Gaucher disease	2
85274	Syndromic X-linked intellectual disability 7	2
85276	X-linked intellectual disability, Armfield type	2
85277	X-linked intellectual disability, Cantagrel type	2
85278	Christianson syndrome	2
85279	KDM5C-related syndromic X-linked intellectual disability	2
85280	X-linked intellectual disability-cubitus valgus-dysmorphism syndrome	2
79327	ALG1-CDG	2
79328	ALG9-CDG	2
79329	MGAT2-CDG	2
79257	GM1 gangliosidosis type 3	2
79403	Junctional epidermolysis bullosa with pyloric atresia	2
79405	Junctional epidermolysis bullosa inversa	2
79406	Late-onset junctional epidermolysis bullosa	2
79409	Recessive dystrophic epidermolysis bullosa inversa	2
79411	Self-improving dystrophic epidermolysis bullosa	2
79410	Localized dystrophic epidermolysis bullosa, pretibial form	2
79452	Milroy disease	2
79447	X-linked lethal multiple pterygium syndrome	2
79456	Diffuse cutaneous mastocytosis	2
79430	Hermansky-Pudlak syndrome	2
79478	Griscelli syndrome type 3	2
79493	Brooke-Spiegler syndrome	2
79477	Griscelli syndrome type 2	2
79476	Griscelli syndrome type 1	2
79256	GM1 gangliosidosis type 2	2
79330	MOGS-CDG	2
79255	GM1 gangliosidosis type 1	2
79259	Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib	2
79242	Holocarboxylase synthetase deficiency	2
79293	Familial LCAT deficiency	2
79292	Fish-eye disease	2
79279	Alpha-N-acetylgalactosaminidase deficiency type 1	2
79280	Alpha-N-acetylgalactosaminidase deficiency type 2	2
79281	Alpha-N-acetylgalactosaminidase deficiency type 3	2
79282	Methylmalonic acidemia with homocystinuria, type cblC	2
79283	Methylmalonic acidemia with homocystinuria, type cblD	2
79284	Methylmalonic acidemia with homocystinuria type cblF	2
79272	Sanfilippo syndrome type D	2
79333	COG7-CDG	2
79332	B4GALT1-CDG	2
97232	Fingerprint body myopathy	2
97678	Maternal uniparental disomy of chromosome 13	2
97685	17q11 microdeletion syndrome	2
101108	Spinocerebellar ataxia type 23	2
101068	Congenital stromal corneal dystrophy	2
101101	Charcot-Marie-Tooth disease type 2B2	2
101102	Charcot-Marie-Tooth disease type 2H	2
101076	X-linked Charcot-Marie-Tooth disease type 2	2
101078	X-linked Charcot-Marie-Tooth disease type 4	2
101077	X-linked Charcot-Marie-Tooth disease type 3	2
101110	Spinocerebellar ataxia type 20	2
101008	Autosomal recessive spastic paraplegia type 28	2
101112	Spinocerebellar ataxia type 26	2
101111	Spinocerebellar ataxia type 25	2
101150	Autosomal recessive dopa-responsive dystonia	2
101959	Chronic primary adrenal insufficiency	2
103909	Trehalase deficiency	2
103910	Congenital enterocyte heparan sulfate deficiency	2
101009	Autosomal dominant spastic paraplegia type 29	2
101010	Autosomal spastic paraplegia type 30	2
101039	Female restricted epilepsy with intellectual disability	2
101028	Transaldolase deficiency	2
100984	Autosomal dominant spastic paraplegia type 3	2
100979	Autosomal dominant complex spastic paraplegia	2
100991	Autosomal dominant spastic paraplegia type 10	2
100989	Autosomal dominant spastic paraplegia type 8	2
100988	Autosomal dominant spastic paraplegia type 6	2
100999	Autosomal dominant spastic paraplegia type 19	2
101000	Autosomal recessive spastic paraplegia type 20	2
100997	X-linked spastic paraplegia type 16	2
100998	Autosomal dominant spastic paraplegia type 17	2
100995	Autosomal recessive spastic paraplegia type 14	2
100996	Autosomal recessive spastic paraplegia type 15	2
100993	Autosomal dominant spastic paraplegia type 12	2
100994	Autosomal dominant spastic paraplegia type 13	2
570371	Bartter syndrome type 5	2
570431	Idiopathic multicentric Castleman disease	2
570470	Ricin poisoning	2
98772	Spinocerebellar ataxia type 19/22	2
99050	Abnormal origin of right or left pulmonary artery from the aorta	2
98606	Syndromic orbital border hypoplasia	2
98676	Autosomal recessive isolated optic atrophy	2
98625	Superficial corneal dystrophy	2
98715	Uveitis	2
583097	Congenital infiltrating lipomatosis of the face	2
98791	Alpha-thalassemia-intellectual disability syndrome linked to chromosome 16	2
98806	Primary dystonia, DYT6 type	2
98805	Primary dystonia, DYT4 type	2
98784	Autosomal dominant nocturnal frontal lobe epilepsy	2
98764	Spinocerebellar ataxia type 27	2
98763	Spinocerebellar ataxia type 14	2
98766	Spinocerebellar ataxia type 5	2
98762	Spinocerebellar ataxia type 12	2
98771	Spinocerebellar ataxia type 18	2
572013	Posterior-predominant lissencephaly-broad flat pons and medulla-midline crossing defects syndrome	2
98773	Spinocerebellar ataxia type 21	2
98768	Spinocerebellar ataxia type 13	2
98767	Spinocerebellar ataxia type 11	2
98769	Spinocerebellar ataxia type 15/16	2
580933	Lethal brain and heart developmental defects	2
98758	Spinocerebellar ataxia type 6	2
576278	SATB2-associated syndrome	2
574918	Predisposition to severe viral infection due to IRF7 deficiency	2
572428	Infantile-onset pulmonary alveolar proteinosis-hypogammaglobulinemia	2
98434	Hereditary combined deficiency of vitamin K-dependent clotting factors	2
572773	Microcephaly-short stature-limb abnormalities syndrome	2
572798	WARS2-related combined oxidative phosphorylation defect	2
572761	DONSON-related microcephaly-short stature-limb abnormalities spectrum	2
572768	Microcephaly-micromelia syndrome	2
101007	Autosomal recessive spastic paraplegia type 27	2
101005	Autosomal recessive spastic paraplegia type 25	2
585948	B-lymphoblastic leukemia/lymphoma with t(5;14)(q31.1;q32.3)	2
99892	ACTH-dependent Cushing syndrome	2
99849	Glycogen storage disease due to muscle beta-enolase deficiency	2
99865	Spermatocytic seminoma	2
99886	Transient neonatal diabetes mellitus	2
99880	Hyperparathyroidism-jaw tumor syndrome	2
99879	Familial isolated hyperparathyroidism	2
99898	Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR1 deficiency	2
99901	Acyl-CoA dehydrogenase 9 deficiency	2
101006	Autosomal recessive spastic paraplegia type 26	2
99912	Malignant dysgerminomatous germ cell tumor of the ovary	2
99919	Staphylococcal toxic-shock syndrome	2
99927	Hydatidiform mole	2
99938	Autosomal dominant Charcot-Marie-Tooth disease type 2D	2
99931	Idiopathic pulmonary hemosiderosis	2
99945	Autosomal dominant Charcot-Marie-Tooth disease type 2L	2
99846	Autosomal dominant myoglobinuria	2
99843	Leukocyte adhesion deficiency type II	2
99844	Leukocyte adhesion deficiency type III	2
99853	Ovarioleukodystrophy	2
99852	Ravine syndrome	2
99832	Resistance to thyrotropin-releasing hormone syndrome	2
99829	Yellow fever	2
99827	Crimean-Congo hemorrhagic fever	2
99812	LIG4 syndrome	2
99824	Lassa fever	2
99825	Nipah virus disease	2
99826	Marburg hemorrhagic fever	2
99803	Haddad syndrome	2
99806	Oculootodental syndrome	2
99807	PEHO-like syndrome	2
99791	Dentin dysplasia type II	2
99792	Dentin dysplasia-sclerotic bones syndrome	2
99946	Autosomal dominant Charcot-Marie-Tooth disease type 2A1	2
99944	Autosomal dominant Charcot-Marie-Tooth disease type 2K	2
99941	Autosomal dominant Charcot-Marie-Tooth disease type 2G	2
100050	Hereditary angioedema type 1	2
101003	Autosomal recessive spastic paraplegia type 23	2
101004	Autosomal recessive spastic paraplegia type 24	2
101001	Autosomal recessive spastic paraplegia type 21	2
100085	Primary hepatic neuroendocrine carcinoma	2
100976	Bathing suit ichthyosis	2
100070	Progressive non-fluent aphasia	2
100071	Mosaic trisomy 3	2
100024	Mu-heavy chain disease	2
100026	Gamma-heavy chain disease	2
100025	Alpha-heavy chain disease	2
100043	Autosomal dominant intermediate Charcot-Marie-Tooth disease type A	2
100044	Autosomal dominant intermediate Charcot-Marie-Tooth disease type B	2
100045	Autosomal dominant intermediate Charcot-Marie-Tooth disease type C	2
100046	Autosomal dominant intermediate Charcot-Marie-Tooth disease type D	2
100012	Lissencephaly with cerebellar hypoplasia type B	2
99940	Autosomal dominant Charcot-Marie-Tooth disease type 2F	2
100013	Lissencephaly with cerebellar hypoplasia type C	2
100008	ACys amyloidosis	2
100006	ABeta amyloidosis, Dutch type	2
99995	Complex regional pain syndrome type 1	2
99994	Complex regional pain syndrome type 2	2
99978	Klatskin tumor	2
99971	Well-differentiated liposarcoma	2
99969	Pleomorphic liposarcoma	2
99970	Dedifferentiated liposarcoma	2
99967	Myxoid/round cell liposarcoma	2
99966	Atypical teratoid rhabdoid tumor	2
99955	Charcot-Marie-Tooth disease type 4B1	2
99954	Charcot-Marie-Tooth disease type 4H	2
99953	Charcot-Marie-Tooth disease type 4G	2
586130	Sporadic fatal insomnia	2
585956	B-lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3)	2
95706	Non-syndromic posterior hypospadias	2
93382	Brachydactyly type A6	2
93921	Schwannomatosis	2
93928	Isolated epispadias	2
94056	Humero-ulnar synostosis	2
93397	Brachydactyly type A7	2
93396	Brachydactyly type A2	2
93383	Brachydactyly type B	2
93372	Familial hypocalciuric hypercalcemia type 1	2
99141	Lymphedema-posterior choanal atresia syndrome	2
599082	CHD3-related developmental delay-speech delay-intellectual disability-abnormalities of vision-facial dysmorphism syndrome	2
93357	SPONASTRIME dysplasia	2
93358	Spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome	2
93409	Brachydactyly-syndactyly, Zhao type	2
93406	Syndactyly type 5	2
93405	Syndactyly type 4	2
93953	Familial thyroglossal duct cyst	2
93952	X-linked intellectual disability, Hedera type	2
93947	X-linked intellectual disability, Golabi-Ito-Hall type	2
93946	Hamel cerebro-palato-cardiac syndrome	2
93941	Laryngotracheoesophageal cleft type 4	2
93940	Laryngotracheoesophageal cleft type 3	2
93672	Juvenile dermatomyositis	2
93685	Unicentric Castleman disease	2
93890	Rare developmental defect during embryogenesis	2
93585	Immune-mediated thrombotic thrombocytopenic purpura	2
93600	Primary hyperoxaluria type 3	2
93599	Primary hyperoxaluria type 2	2
93606	Nephrogenic syndrome of inappropriate antidiuresis	2
596753	VEXAS syndrome	2
99063	Shone complex	2
99125	Congenital total pulmonary venous return anomaly	2
99147	Acquired von Willebrand syndrome	2
93402	Syndactyly type 1	2
599373	STXBP1-related encephalopathy	2
93398	Genochondromatosis type 2	2
96175	Ring chromosome 11 syndrome	2
95700	Familial adrenal hypoplasia with absent pituitary luteinizing hormone	2
95699	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency	2
95433	Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome	2
95434	Autosomal recessive cerebellar ataxia-movement disorder syndrome	2
95159	Hepatoerythropoietic porphyria	2
95428	COG8-CDG	2
94124	Spinocerebellar ataxia with axonal neuropathy type 1	2
94064	Deafness-infertility syndrome	2
94063	12q14 microdeletion syndrome	2
94066	Severe intellectual disability-epilepsy-anal anomalies-distal phalangeal hypoplasia	2
94065	15q24 microdeletion syndrome	2
94068	Spondyloepiphyseal dysplasia congenita	2
94083	Partington syndrome	2
94087	Cytophagic histiocytic panniculitis	2
96173	Ring chromosome 9 syndrome	2
93476	Hurler-Scheie syndrome	2
96172	Ring chromosome 3 syndrome	2
96171	Ring chromosome 2 syndrome	2
96170	Emanuel syndrome	2
96168	Monosomy 13q34	2
96148	Distal monosomy 10q	2
96147	Kleefstra syndrome due to 9q34 microdeletion	2
96125	Distal monosomy 6p	2
96121	7q11.23 microduplication syndrome	2
96102	Distal trisomy 10q	2
96095	3q26 microduplication syndrome	2
96078	16p13.3 microduplication syndrome	2
96055	Tetrasomy 21	2
93561	ALys amyloidosis	2
93474	Scheie syndrome	2
592873	Acute transverse myelitis with anti-MOG antibodies	2
99329	48,XYYY syndrome	2
99027	Adult-onset autosomal dominant leukodystrophy	2
98919	Miller Fisher syndrome	2
98961	Reis-Bücklers corneal dystrophy	2
98954	Meesmann corneal dystrophy	2
98955	Lisch epithelial corneal dystrophy	2
98957	Gelatinous drop-like corneal dystrophy	2
98949	Complete cryptophthalmia	2
98920	Spinal muscular atrophy with respiratory distress type 1	2
98934	Huntington disease-like 2	2
99330	49,XYYYY syndrome	2
98908	Neutral lipid storage myopathy	2
98912	Late-onset distal myopathy, Markesbery-Griggs type	2
98893	Congenital muscular dystrophy type 1B	2
98890	Early-onset X-linked optic atrophy	2
98902	Amish nemaline myopathy	2
589515	PUM1-associated developmental disability-ataxia-seizure syndrome	2
98960	Thiel-Behnke corneal dystrophy	2
98959	Subepithelial mucinous corneal dystrophy	2
98971	Posterior amorphous corneal dystrophy	2
98972	Central cloudy dystrophy of François	2
98973	Posterior polymorphous corneal dystrophy	2
98967	Schnyder corneal dystrophy	2
98969	Macular corneal dystrophy	2
98970	Fleck corneal dystrophy	2
98975	Congenital hereditary endothelial dystrophy type I	2
99014	X-linked Charcot-Marie-Tooth disease type 5	2
99015	Spastic paraplegia type 2	2
585877	B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality	2
585909	B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2)	2
585936	B-lymphoblastic leukemia/lymphoma with hyperdiploidy	2
585942	B-lymphoblastic leukemia/lymphoma with hypodiploidy	2
585918	B-lymphoblastic leukemia/lymphoma with t(v;11q23.3)	2
585929	B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1)	2
589522	Spinocerebellar ataxia type 46	2
589435	Spondylometaphyseal dysplasia-corneal dystrophy syndrome	2
589442	Short stature-skeletal dysplasia-retinal degeneration-intellectual disability-sensorineural hearing loss syndrome	2
99749	Kostmann syndrome	2
99429	Complete androgen insensitivity syndrome	2
99642	Spondyloepimetaphyseal dysplasia, Handigodu type	2
592574	Menke-Hennekam syndrome	2
592564	GNAO1-related developmental delay-seizures-movement disorder spectrum	2
592570	TRAF7-associated heart defect-digital anomalies-facial dysmorphism-motor and speech delay syndrome	2
99672	Fried's tooth and nail syndrome	2
590539	Isolated melanotic schwannoma	2
589827	Juvenile-onset Steinert myotonic dystrophy	2
589824	Childhood-onset Steinert myotonic dystrophy	2
589833	Late-onset Steinert myotonic dystrophy	2
589830	Adult-onset Steinert myotonic dystrophy	2
589905	PHIP-related behavioral problems-intellectual disability-obesity-dysmorphic features syndrome	2
589856	Choanal atresia-athelia-hypothyroidism-delayed puberty-short stature syndrome	2
99710	Punctate acrokeratoderma freckle-like pigmentation	2
99731	Isolated sulfite oxidase deficiency	2
589542	Myeloid/lymphoid neoplasm associated with JAK2 rearrangement	2
99741	King-Denborough syndrome	2
99742	Amish lethal microcephaly	2
98813	Hypohidrotic ectodermal dysplasia with immunodeficiency	2
98811	Paroxysmal exertion-induced dyskinesia	2
98807	Primary dystonia, DYT13 type	2
98851	Mast cell leukemia	2
589608	Linear hypopigmentation and craniofacial asymmetry with acral, ocular and brain anomalies	2
589595	Mixed phenotype acute leukemia with t(v;11q23.3)	2
98869	Congenital dyserythropoietic anemia type I	2
589618	Dystonia 28	2
98870	Congenital dyserythropoietic anemia type III	2
589534	Mixed phenotype acute leukemia with t(9;22)(q34.1;q11.2)	2
589527	Spinocerebellar ataxia type 45	2
589547	GRIN2B-related developmental delay, intellectual disability and autism spectrum disorder	2
521258	Xq25 microduplication syndrome	2
521426	PLAA-associated neurodevelopmental disorder	2
227	Diphallia	2
487796	Macrothrombocytopenia-lymphedema-developmental delay-facial dysmorphism-camptodactyly syndrome	2
476084	BVES-related limb-girdle muscular dystrophy	2
30924	Primary hypomagnesemia with secondary hypocalcemia	2
31043	Primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement	2
487825	Pierpont syndrome	2
487809	Pediatric collagenous gastritis	2
487814	Autosomal dominant Charcot-Marie-Tooth disease type 2 due to DGAT2 mutation	2
488191	Female infertility due to oocyte meiotic arrest	2
488333	Autosomal dominant Charcot-Marie-Tooth disease type 2W	2
488168	Microcephaly-congenital cataract-psoriasiform dermatitis syndrome	2
488197	Familial progressive retinal dystrophy-iris coloboma-congenital cataract syndrome	2
488594	Autosomal recessive spastic paraplegia type 76	2
488613	Global developmental delay-neuro-ophthalmological abnormalities-seizures-intellectual disability syndrome	2
488434	Camptodactyly syndrome, Guadalajara type 3	2
488437	SIX2-related frontonasal dysplasia	2
476096	Erythrokeratodermia-cardiomyopathy syndrome	2
476102	Hereditary pediatric Behçet-like disease	2
476093	Autosomal dominant distal axonal motor neuropathy-myofibrillar myopathy syndrome	2
71278	Congenital brain dysgenesis due to glutamine synthetase deficiency	2
71279	CANOMAD syndrome	2
71271	Split hand-split foot-deafness syndrome	2
71274	Disseminated peritoneal leiomyomatosis	2
71276	Silent sinus syndrome	2
71212	Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency	2
71267	Dentinogenesis imperfecta-short stature-hearing loss-intellectual disability syndrome	2
70592	Immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency	2
70594	Dopa-responsive dystonia due to sepiapterin reductase deficiency	2
70587	Infant acute respiratory distress syndrome	2
69744	Circumscribed palmoplantar hypokeratosis	2
69735	Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome	2
69736	Bilateral acute depigmentation of the iris	2
69737	Bosley-Salih-Alorainy syndrome	2
488280	14q32 duplication syndrome	2
488232	Split-foot malformation-mesoaxial polydactyly syndrome	2
521432	Congenital cataract-severe neonatal hepatopathy-global developmental delay syndrome	2
477857	Autosomal recessive mendelian susceptibility to mycobacterial diseases due to complete RORgamma receptor deficiency	2
477661	IL21-related infantile inflammatory bowel disease	2
477650	Fibroblastic rheumatism	2
478664	Hereditary sensory and autonomic neuropathy type 8	2
478049	Lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome	2
477831	Kosaki overgrowth syndrome	2
477817	PMP22-RAI1 contiguous gene duplication syndrome	2
477993	Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome	2
488239	Acute macular neuroretinopathy	2
478042	Combined oxidative phosphorylation defect type 30	2
478029	Combined oxidative phosphorylation defect type 29	2
