orphanet id	name_x	Symbol	name_y	prevalence count
401986	1p31p32 microdeletion syndrome	NFIA	1p31p32 microdeletion syndrome	2
401979	Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type	PAM16	Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type	2
401973	MEND syndrome	EBP	MEND syndrome	2
198	Occipital horn syndrome	ATP7A	Occipital horn syndrome	2
1810	Autosomal dominant hypohidrotic ectodermal dysplasia	KDF1	Autosomal dominant hypohidrotic ectodermal dysplasia	2
300878	Hairy cell leukemia variant	IGHV4-34	Hairy cell leukemia variant	2
453504	Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome due to a point mutation	HNRNPK	Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome due to a point mutation	2
464738	Basel-Vanagaite-Smirin-Yosef syndrome	MED25	Basel-Vanagaite-Smirin-Yosef syndrome	2
464760	Familial cavitary optic disc anomaly	MMP19	Familial cavitary optic disc anomaly	2
464756	Familial gastric type 1 neuroendocrine tumor	ATP4A	Familial gastric type 1 neuroendocrine tumor	2
464282	Spastic paraplegia-severe developmental delay-epilepsy syndrome	HACE1	Spastic paraplegia-severe developmental delay-epilepsy syndrome	2
464288	Short stature-brachydactyly-obesity-global developmental delay syndrome	PRMT7	Short stature-brachydactyly-obesity-global developmental delay syndrome	2
464311	Intellectual disability syndrome due to a DYRK1A point mutation	DYRK1A	Intellectual disability syndrome due to a DYRK1A point mutation	2
464366	NEK9-related lethal skeletal dysplasia	NEK9	NEK9-related lethal skeletal dysplasia	2
464336	BENTA disease	CARD11	BENTA disease	2
464443	COG6-CGD	COG6	COG6-CGD	2
464440	Primary dystonia, DYT27 type	COL6A3	Primary dystonia, DYT27 type	2
464370	Neonatal alloimmune neutropenia	FCGR3B	Neonatal alloimmune neutropenia	2
456328	X-linked myotubular myopathy-abnormal genitalia syndrome	MTM1	X-linked myotubular myopathy-abnormal genitalia syndrome	2
456312	Infantile multisystem neurologic-endocrine-pancreatic disease	PTRH2	Infantile multisystem neurologic-endocrine-pancreatic disease	2
456318	Hereditary sensory neuropathy-deafness-dementia syndrome	DNMT1	Hereditary sensory neuropathy-deafness-dementia syndrome	2
454745	Kuru	PRNP	Kuru	2
453533	Polyendocrine-polyneuropathy syndrome	DMXL2	Polyendocrine-polyneuropathy syndrome	2
453521	Autosomal recessive cerebellar ataxia due to CWF19L1 deficiency	CWF19L1	Autosomal recessive cerebellar ataxia due to CWF19L1 deficiency	2
464724	Fever-associated acute infantile liver failure syndrome	RINT1	Fever-associated acute infantile liver failure syndrome	2
300333	Nephrotic syndrome-epidermolysis bullosa-sensorineural deafness syndrome	CD151	Nephrotic syndrome-epidermolysis bullosa-sensorineural deafness syndrome	2
300359	PLCG2-associated antibody deficiency and immune dysregulation	PLCG2	PLCG2-associated antibody deficiency and immune dysregulation	2
306558	Primary microcephaly-epilepsy-permanent neonatal diabetes syndrome	YIPF5	Primary microcephaly-epilepsy-permanent neonatal diabetes syndrome	2
306550	FADD-related immunodeficiency	FADD	FADD-related immunodeficiency	2
306542	Frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome	ALX1	Frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome	2
306547	Porencephaly-microcephaly-bilateral congenital cataract syndrome	JAM3	Porencephaly-microcephaly-bilateral congenital cataract syndrome	2
306530	Congenital hereditary facial paralysis-variable hearing loss syndrome	HOXB1	Congenital hereditary facial paralysis-variable hearing loss syndrome	2
306511	Autosomal recessive spastic paraplegia type 48	AP5Z1	Autosomal recessive spastic paraplegia type 48	2
306504	Interstitial lung disease-nephrotic syndrome-epidermolysis bullosa syndrome	ITGA3	Interstitial lung disease-nephrotic syndrome-epidermolysis bullosa syndrome	2
306577	Sodium channelopathy-related small fiber neuropathy	SCN11A	Sodium channelopathy-related small fiber neuropathy	2
300179	Kyphoscoliotic Ehlers-Danlos syndrome due to FKBP22 deficiency	FKBP14	Kyphoscoliotic Ehlers-Danlos syndrome due to FKBP22 deficiency	2
300345	Autosomal systemic lupus erythematosus	DNASE1	Autosomal systemic lupus erythematosus	2
300319	Charcot-Marie-Tooth disease type 2P	LRSAM1	Charcot-Marie-Tooth disease type 2P	2
300324	Persistent polyclonal B-cell lymphocytosis	CARD11	Persistent polyclonal B-cell lymphocytosis	2
300313	Congenital cataract-hearing loss-severe developmental delay syndrome	SLC33A1	Congenital cataract-hearing loss-severe developmental delay syndrome	2
300298	Severe congenital hypochromic anemia with ringed sideroblasts	STEAP3	Severe congenital hypochromic anemia with ringed sideroblasts	2
300284	Connective tissue disorder due to lysyl hydroxylase-3 deficiency	PLOD3	Connective tissue disorder due to lysyl hydroxylase-3 deficiency	2
300293	Transient infantile hypertriglyceridemia and hepatosteatosis	GPD1	Transient infantile hypertriglyceridemia and hepatosteatosis	2
300382	Progeroid and marfanoid aspect-lipodystrophy syndrome	FBN1	Progeroid and marfanoid aspect-lipodystrophy syndrome	2
451612	Familial congenital nasolacrimal duct obstruction	IGSF3	Familial congenital nasolacrimal duct obstruction	2
453510	Congenital insensitivity to pain with severe intellectual disability	CLTCL1	Congenital insensitivity to pain with severe intellectual disability	2
629	Short stature due to growth hormone qualitative anomaly	GH1	Short stature due to growth hormone qualitative anomaly	2
448264	Isolated focal non-epidermolytic palmoplantar keratoderma	KRT16	Isolated focal non-epidermolytic palmoplantar keratoderma	2
457279	Intellectual disability-macrocephaly-hypotonia-behavioral abnormalities syndrome	PPP2R5D	Intellectual disability-macrocephaly-hypotonia-behavioral abnormalities syndrome	2
457260	X-linked intellectual disability-hypotonia-movement disorder syndrome	DDX3X	X-linked intellectual disability-hypotonia-movement disorder syndrome	2
457240	X-linked intellectual disability-short stature-overweight syndrome	THOC2	X-linked intellectual disability-short stature-overweight syndrome	2
457395	Progressive spondyloepimetaphyseal dysplasia-short stature-short fourth metatarsals-intellectual disability syndrome	RSPRY1	Progressive spondyloepimetaphyseal dysplasia-short stature-short fourth metatarsals-intellectual disability syndrome	2
457406	Multiple mitochondrial dysfunctions syndrome type 4	ISCA2	Multiple mitochondrial dysfunctions syndrome type 4	2
457375	ITPA-related lethal infantile neurological disorder with cataract and cardiac involvement	ITPA	ITPA-related lethal infantile neurological disorder with cataract and cardiac involvement	2
457378	Complex lethal osteochondrodysplasia	TAPT1	Complex lethal osteochondrodysplasia	2
457359	Megalencephaly-severe kyphoscoliosis-overgrowth syndrome	HERC1	Megalencephaly-severe kyphoscoliosis-overgrowth syndrome	2
457284	Microcephaly-corpus callosum hypoplasia-intellectual disability-facial dysmorphism syndrome	PPP2R1A	Microcephaly-corpus callosum hypoplasia-intellectual disability-facial dysmorphism syndrome	2
457351	Microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome	SPATA5	Microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome	2
457185	Neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome	COQ4	Neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome	2
457223	Syndromic sensorineural deafness due to combined oxidative phosphorylation defect	MRPS7	Syndromic sensorineural deafness due to combined oxidative phosphorylation defect	2
457212	Progressive essential tremor-speech impairment-facial dysmorphism-intellectual disability-abnormal behavior syndrome	SLC6A17	Progressive essential tremor-speech impairment-facial dysmorphism-intellectual disability-abnormal behavior syndrome	2
457193	Autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome	KAT6A	Autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome	2
456369	Polyglucosan body myopathy type 2	GYG1	Polyglucosan body myopathy type 2	2
457050	Autosomal dominant mitochondrial myopathy with exercise intolerance	CHCHD10	Autosomal dominant mitochondrial myopathy with exercise intolerance	2
317	Erythrokeratodermia variabilis	KDSR	Erythrokeratodermia variabilis	2
457265	Progressive myoclonic epilepsy type 9	LMNB2	Progressive myoclonic epilepsy type 9	2
457485	Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome	MTOR	Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome	2
458803	Spinocerebellar ataxia type 42	CACNA1G	Spinocerebellar ataxia type 42	2
447980	19p13.3 microduplication syndrome	NFIX	19p13.3 microduplication syndrome	2
448251	Progressive autosomal recessive ataxia-deafness syndrome	SLC9A1	Progressive autosomal recessive ataxia-deafness syndrome	2
448267	Regressive spondylometaphyseal dysplasia	LBR	Regressive spondylometaphyseal dysplasia	2
448010	CAD-CDG	CAD	CAD-CDG	2
447997	Spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome	SLC1A4	Spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome	2
448242	Autosomal recessive brachyolmia	PAPSS2	Autosomal recessive brachyolmia	2
447977	Progressive scapulohumeroperoneal distal myopathy	ACTA1	Progressive scapulohumeroperoneal distal myopathy	2
447974	Klippel-Feil anomaly-myopathy-facial dysmorphism syndrome	MYO18B	Klippel-Feil anomaly-myopathy-facial dysmorphism syndrome	2
447954	Combined oxidative phosphorylation defect type 25	MARS2	Combined oxidative phosphorylation defect type 25	2
458798	Spinocerebellar ataxia type 41	TRPC3	Spinocerebellar ataxia type 41	2
447964	Autosomal dominant Charcot-Marie-Tooth disease type 2V	NAGLU	Autosomal dominant Charcot-Marie-Tooth disease type 2V	2
447961	Pigmentation defects-palmoplantar keratoderma-skin carcinoma syndrome	SASH1	Pigmentation defects-palmoplantar keratoderma-skin carcinoma syndrome	2
459033	Ataxia-oculomotor apraxia type 4	PNKP	Ataxia-oculomotor apraxia type 4	2
459051	Spondyloepiphyseal dysplasia, Stanescu type	COL2A1	Spondyloepiphyseal dysplasia, Stanescu type	2
459061	Craniofacial dysplasia-short stature-ectodermal anomalies-intellectual disability syndrome	DPH1	Craniofacial dysplasia-short stature-ectodermal anomalies-intellectual disability syndrome	2
459056	Autosomal recessive spastic paraplegia type 75	MAG	Autosomal recessive spastic paraplegia type 75	2
459070	X-linked intellectual disability-cerebellar hypoplasia-spondylo-epiphyseal dysplasia syndrome	RPL10	X-linked intellectual disability-cerebellar hypoplasia-spondylo-epiphyseal dysplasia syndrome	2
659	Mutilating palmoplantar keratoderma with periorificial keratotic plaques	TRPV3	Mutilating palmoplantar keratoderma with periorificial keratotic plaques	2
65743	Autosomal dominant multiple pterygium syndrome	MYH3	Autosomal dominant multiple pterygium syndrome	2
497757	MME-related autosomal dominant Charcot Marie Tooth disease type 2	MME	MME-related autosomal dominant Charcot Marie Tooth disease type 2	2
83418	Proximal spinal muscular atrophy type 2	SMN1	Proximal spinal muscular atrophy type 2	2
85453	X-linked reticulate pigmentary disorder	POLA1	X-linked reticulate pigmentary disorder	2
86788	X-linked severe congenital neutropenia	WAS	X-linked severe congenital neutropenia	2
86309	DPAGT1-CDG	DPAGT1	DPAGT1-CDG	2
85448	AGel amyloidosis	GSN	AGel amyloidosis	2
86813	Helicoid peripapillary chorioretinal degeneration	TEAD1	Helicoid peripapillary chorioretinal degeneration	2
86814	Benign adult familial myoclonic epilepsy	MARCHF6	Benign adult familial myoclonic epilepsy	2
86820	Familial avascular necrosis of femoral head	COL2A1	Familial avascular necrosis of femoral head	2
86816	Congenital analbuminemia	ALB	Congenital analbuminemia	2
86817	Hemolytic anemia due to adenylate kinase deficiency	AK1	Hemolytic anemia due to adenylate kinase deficiency	2
86818	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome	AMMECR1	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome	2
512260	Congenital cerebellar ataxia due to RNU12 mutation	RNU12	Congenital cerebellar ataxia due to RNU12 mutation	2
86872	T-cell large granular lymphocyte leukemia	STAT3	T-cell large granular lymphocyte leukemia	2
79503	Ichthyosis hystrix of Curth-Macklin	KRT1	Ichthyosis hystrix of Curth-Macklin	2
79499	Autosomal dominant deafness-onychodystrophy syndrome	ATP6V1B2	Autosomal dominant deafness-onychodystrophy syndrome	2
79500	DOORS syndrome	TBC1D24	DOORS syndrome	2
83330	Proximal spinal muscular atrophy type 1	SMN1	Proximal spinal muscular atrophy type 1	2
83419	Proximal spinal muscular atrophy type 3	SMN1	Proximal spinal muscular atrophy type 3	2
85442	Short stature-pituitary and cerebellar defects-small sella turcica syndrome	LHX4	Short stature-pituitary and cerebellar defects-small sella turcica syndrome	2
85414	Systemic-onset juvenile idiopathic arthritis	LACC1	Systemic-onset juvenile idiopathic arthritis	2
85335	Fried syndrome	AP1S2	Fried syndrome	2
85277	X-linked intellectual disability, Cantagrel type	NEXMIF	X-linked intellectual disability, Cantagrel type	2
79351	3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form	PHGDH	3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form	2
79350	3-phosphoserine phosphatase deficiency, infantile/juvenile form	PSPH	3-phosphoserine phosphatase deficiency, infantile/juvenile form	2
85191	Singleton-Merten dysplasia	DDX58	Singleton-Merten dysplasia	2
85194	Spondylo-ocular syndrome	XYLT2	Spondylo-ocular syndrome	2
85201	Genitopatellar syndrome	KAT6B	Genitopatellar syndrome	2
85202	Keutel syndrome	MGP	Keutel syndrome	2
85212	Fetal Gaucher disease	GBA	Fetal Gaucher disease	2
85278	Christianson syndrome	SLC9A6	Christianson syndrome	2
85329	X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome	AP1S2	X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome	2
85279	KDM5C-related syndromic X-linked intellectual disability	KDM5C	KDM5C-related syndromic X-linked intellectual disability	2
85282	MEHMO syndrome	EIF2S3	MEHMO syndrome	2
85284	BRESEK syndrome	MBTPS2	BRESEK syndrome	2
85287	X-linked intellectual disability, Siderius type	PHF8	X-linked intellectual disability, Siderius type	2
85288	X-linked intellectual disability, Stocco Dos Santos type	SHROOM4	X-linked intellectual disability, Stocco Dos Santos type	2
85293	X-linked intellectual disability, Cabezas type	CUL4B	X-linked intellectual disability, Cabezas type	2
85295	HSD10 disease, atypical type	HSD17B10	HSD10 disease, atypical type	2
83420	Proximal spinal muscular atrophy type 4	SMN1	Proximal spinal muscular atrophy type 4	2
83465	Narcolepsy type 2	ZNF365	Narcolepsy type 2	2
79310	Vitamin B12-responsive methylmalonic acidemia type cblA	MMAA	Vitamin B12-responsive methylmalonic acidemia type cblA	2
83473	Megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome	AKT3	Megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome	2
97286	Carney-Stratakis syndrome	SDHD	Carney-Stratakis syndrome	2
97297	Bohring-Opitz syndrome	ASXL1	Bohring-Opitz syndrome	2
96184	Temple syndrome due to maternal uniparental disomy of chromosome 14	RTL1	Temple syndrome due to maternal uniparental disomy of chromosome 14	2
96253	Cushing disease	USP8	Cushing disease	2
96334	Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14	RTL1	Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14	2
97234	Glycogen storage disease due to phosphoglycerate mutase deficiency	PGAM2	Glycogen storage disease due to phosphoglycerate mutase deficiency	2
97239	Reducing body myopathy	FHL1	Reducing body myopathy	2
97240	Zebra body myopathy	ACTA1	Zebra body myopathy	2
97685	17q11 microdeletion syndrome	NF1	17q11 microdeletion syndrome	2
95706	Non-syndromic posterior hypospadias	MAMLD1	Non-syndromic posterior hypospadias	2
95699	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency	POR	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency	2
95433	Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome	PEX6	Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome	2
95434	Autosomal recessive cerebellar ataxia-movement disorder syndrome	VPS13D	Autosomal recessive cerebellar ataxia-movement disorder syndrome	2
95159	Hepatoerythropoietic porphyria	UROD	Hepatoerythropoietic porphyria	2
95428	COG8-CDG	COG8	COG8-CDG	2
94124	Spinocerebellar ataxia with axonal neuropathy type 1	TDP1	Spinocerebellar ataxia with axonal neuropathy type 1	2
94064	Deafness-infertility syndrome	STRC	Deafness-infertility syndrome	2
97249	Pontocerebellar hypoplasia type 3	PCLO	Pontocerebellar hypoplasia type 3	2
85165	Severe achondroplasia-developmental delay-acanthosis nigricans syndrome	FGFR3	Severe achondroplasia-developmental delay-acanthosis nigricans syndrome	2
85167	Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome	PCYT1A	Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome	2
83642	Microcytic anemia with liver iron overload	SLC11A2	Microcytic anemia with liver iron overload	2
83472	CAMOS syndrome	WDR73	CAMOS syndrome	2
83620	Enteric anendocrinosis	NEUROG3	Enteric anendocrinosis	2
84090	Fibronectin glomerulopathy	FN1	Fibronectin glomerulopathy	2
513436	Autosomal recessive spastic paraplegia type 78	ATP13A2	Autosomal recessive spastic paraplegia type 78	2
83639	Hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency	PIGW	Hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency	2
83629	Leukoencephalopathy-spondyloepimetaphyseal dysplasia syndrome	AIFM1	Leukoencephalopathy-spondyloepimetaphyseal dysplasia syndrome	2
513456	Intellectual disability-seizures-abnormal gait-facial dysmorphism syndrome	WDR26	Intellectual disability-seizures-abnormal gait-facial dysmorphism syndrome	2
85163	Hypomyelination-congenital cataract syndrome	FAM126A	Hypomyelination-congenital cataract syndrome	2
85172	Microcephalic osteodysplastic dysplasia, Saul-Wilson type	COG4	Microcephalic osteodysplastic dysplasia, Saul-Wilson type	2
85164	Camptodactyly-tall stature-scoliosis-hearing loss syndrome	FGFR3	Camptodactyly-tall stature-scoliosis-hearing loss syndrome	2
85146	Neurogenic scapuloperoneal syndrome, Kaeser type	DES	Neurogenic scapuloperoneal syndrome, Kaeser type	2
85136	Cystic leukoencephalopathy without megalencephaly	RNASET2	Cystic leukoencephalopathy without megalencephaly	2
85112	Palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome	RSPO1	Palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome	2
84132	Desmin-related myopathy with Mallory body-like inclusions	SELENON	Desmin-related myopathy with Mallory body-like inclusions	2
85186	Endosteal sclerosis-cerebellar hypoplasia syndrome	POLR3B	Endosteal sclerosis-cerebellar hypoplasia syndrome	2
85173	IMAGe syndrome	POLE	IMAGe syndrome	2
79302	Congenital bile acid synthesis defect type 3	CYP7B1	Congenital bile acid synthesis defect type 3	2
79312	Vitamin B12-unresponsive methylmalonic acidemia type mut-	MMUT	Vitamin B12-unresponsive methylmalonic acidemia type mut-	2
94065	15q24 microdeletion syndrome	SIN3A	15q24 microdeletion syndrome	2
79395	Keratoderma hereditarium mutilans with ichthyosis	LORICRIN	Keratoderma hereditarium mutilans with ichthyosis	2
529962	17q24.2 microdeletion syndrome	PSMD12	17q24.2 microdeletion syndrome	2
90791	Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency	HSD3B2	Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency	2
529980	Inflammatory bowel disease-recurrent sinopulmonary infections syndrome	NFAT5	Inflammatory bowel disease-recurrent sinopulmonary infections syndrome	2
529977	Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections-lymphopenia syndrome	RIPK1	Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections-lymphopenia syndrome	2
529965	Intellectual disability-autism-speech apraxia-craniofacial dysmorphism syndrome	CHD1	Intellectual disability-autism-speech apraxia-craniofacial dysmorphism syndrome	2
529574	Duane retraction syndrome with congenital deafness	MAFB	Duane retraction syndrome with congenital deafness	2
90652	Otopalatodigital syndrome type 2	FLNA	Otopalatodigital syndrome type 2	2
529665	Neurodevelopmental delay-seizures-ophthalmic anomalies-osteopenia-cerebellar atrophy syndrome	GPAA1	Neurodevelopmental delay-seizures-ophthalmic anomalies-osteopenia-cerebellar atrophy syndrome	2
91387	Familial thoracic aortic aneurysm and aortic dissection	MYH11	Familial thoracic aortic aneurysm and aortic dissection	2
91496	Snowflake vitreoretinal degeneration	KCNJ13	Snowflake vitreoretinal degeneration	2
91481	Ring dermoid of cornea	PITX2	Ring dermoid of cornea	2
91130	Cardiomyopathy-hypotonia-lactic acidosis syndrome	SLC25A3	Cardiomyopathy-hypotonia-lactic acidosis syndrome	2
91131	DK1-CDG	DOLK	DK1-CDG	2
91132	Ichthyosis-hypotrichosis syndrome	ST14	Ichthyosis-hypotrichosis syndrome	2
90795	Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency	CYP11B1	Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency	2
90796	46,XY disorder of sex development due to isolated 17,20-lyase deficiency	CYP17A1	46,XY disorder of sex development due to isolated 17,20-lyase deficiency	2
91135	Body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency	GGCX	Body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency	2
93317	Spondylometaphyseal dysplasia, Sedaghatian type	GPX4	Spondylometaphyseal dysplasia, Sedaghatian type	2
93316	Spondylometaphyseal dysplasia, Schmidt type	COL2A1	Spondylometaphyseal dysplasia, Schmidt type	2
93315	Spondylometaphyseal dysplasia, 'corner fracture' type	FN1	Spondylometaphyseal dysplasia, 'corner fracture' type	2
92050	Congenital tufting enteropathy	EPCAM	Congenital tufting enteropathy	2
93282	Spondyloepimetaphyseal dysplasia, PAPSS2 type	PAPSS2	Spondyloepimetaphyseal dysplasia, PAPSS2 type	2
93283	Spondyloepiphyseal dysplasia, Kimberley type	ACAN	Spondyloepiphyseal dysplasia, Kimberley type	2
93279	Mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis	COL2A1	Mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis	2
527497	NKX6-2-related autosomal recessive hypomyelinating leukodystrophy	NKX6-2	NKX6-2-related autosomal recessive hypomyelinating leukodystrophy	2
527450	Severe myopia-generalized joint laxity-short stature syndrome	GZF1	Severe myopia-generalized joint laxity-short stature syndrome	2
93100	Renal agenesis, unilateral	GREB1L	Renal agenesis, unilateral	2
527468	Diaphragmatic hernia-short bowel-asplenia syndrome	HLX	Diaphragmatic hernia-short bowel-asplenia syndrome	2
93114	Autosomal dominant intermediate Charcot-Marie-Tooth disease type E	INF2	Autosomal dominant intermediate Charcot-Marie-Tooth disease type E	2
93311	Multiple epiphyseal dysplasia type 5	MATN3	Multiple epiphyseal dysplasia type 5	2
93172	Renal dysplasia, unilateral	HNF1B	Renal dysplasia, unilateral	2
93329	Autosomal recessive omodysplasia	GPC6	Autosomal recessive omodysplasia	2
93333	Pelviscapular dysplasia	TBX15	Pelviscapular dysplasia	2
93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	COL2A1	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	2
93347	Anauxetic dysplasia	NEPRO	Anauxetic dysplasia	2
93356	Spondyloepimetaphyseal dysplasia, Missouri type	MMP13	Spondyloepimetaphyseal dysplasia, Missouri type	2
93352	Spondyloepimetaphyseal dysplasia, Shohat type	DDRGK1	Spondyloepimetaphyseal dysplasia, Shohat type	2
79394	Congenital non-bullous ichthyosiform erythroderma	CERS3	Congenital non-bullous ichthyosiform erythroderma	2
79401	PLEC-related intermediate epidermolysis bullosa simplex without extracutaneous involvement	PLEC	PLEC-related intermediate epidermolysis bullosa simplex without extracutaneous involvement	2
79315	D-2-hydroxyglutaric aciduria	IDH2	D-2-hydroxyglutaric aciduria	2
79403	Junctional epidermolysis bullosa with pyloric atresia	ITGB4	Junctional epidermolysis bullosa with pyloric atresia	2
79284	Methylmalonic acidemia with homocystinuria type cblF	LMBRD1	Methylmalonic acidemia with homocystinuria type cblF	2
79272	Sanfilippo syndrome type D	GNS	Sanfilippo syndrome type D	2
79333	COG7-CDG	COG7	COG7-CDG	2
79332	B4GALT1-CDG	B4GALT1	B4GALT1-CDG	2
79330	MOGS-CDG	MOGS	MOGS-CDG	2
79329	MGAT2-CDG	MGAT2	MGAT2-CDG	2
79328	ALG9-CDG	ALG9	ALG9-CDG	2
79327	ALG1-CDG	ALG1	ALG1-CDG	2
79326	ALG2-CDG	ALG2	ALG2-CDG	2
79325	ALG8-CDG	ALG8	ALG8-CDG	2
79324	ALG12-CDG	ALG12	ALG12-CDG	2
79323	MPDU1-CDG	MPDU1	MPDU1-CDG	2
79322	DPM1-CDG	DPM1	DPM1-CDG	2
79321	ALG3-CDG	ALG3	ALG3-CDG	2
79320	ALG6-CDG	ALG6	ALG6-CDG	2
79319	MPI-CDG	MPI	MPI-CDG	2
79314	L-2-hydroxyglutaric aciduria	L2HGDH	L-2-hydroxyglutaric aciduria	2
79283	Methylmalonic acidemia with homocystinuria, type cblD	MMADHC	Methylmalonic acidemia with homocystinuria, type cblD	2
79282	Methylmalonic acidemia with homocystinuria, type cblC	MMACHC	Methylmalonic acidemia with homocystinuria, type cblC	2
79281	Alpha-N-acetylgalactosaminidase deficiency type 3	NAGA	Alpha-N-acetylgalactosaminidase deficiency type 3	2
79476	Griscelli syndrome type 1	MYO5A	Griscelli syndrome type 1	2
79406	Late-onset junctional epidermolysis bullosa	COL17A1	Late-onset junctional epidermolysis bullosa	2
79409	Recessive dystrophic epidermolysis bullosa inversa	COL7A1	Recessive dystrophic epidermolysis bullosa inversa	2
79411	Self-improving dystrophic epidermolysis bullosa	COL7A1	Self-improving dystrophic epidermolysis bullosa	2
79410	Localized dystrophic epidermolysis bullosa, pretibial form	COL7A1	Localized dystrophic epidermolysis bullosa, pretibial form	2
79452	Milroy disease	GJC2	Milroy disease	2
79478	Griscelli syndrome type 3	MYO5A	Griscelli syndrome type 3	2
79477	Griscelli syndrome type 2	RAB27A	Griscelli syndrome type 2	2
79257	GM1 gangliosidosis type 3	GLB1	GM1 gangliosidosis type 3	2
79280	Alpha-N-acetylgalactosaminidase deficiency type 2	NAGA	Alpha-N-acetylgalactosaminidase deficiency type 2	2
79256	GM1 gangliosidosis type 2	GLB1	GM1 gangliosidosis type 2	2
79255	GM1 gangliosidosis type 1	GLB1	GM1 gangliosidosis type 1	2
79259	Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib	SLC37A4	Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib	2
79242	Holocarboxylase synthetase deficiency	HLCS	Holocarboxylase synthetase deficiency	2
79293	Familial LCAT deficiency	LCAT	Familial LCAT deficiency	2
79292	Fish-eye disease	LCAT	Fish-eye disease	2
79279	Alpha-N-acetylgalactosaminidase deficiency type 1	NAGA	Alpha-N-acetylgalactosaminidase deficiency type 1	2
94063	12q14 microdeletion syndrome	HMGA2	12q14 microdeletion syndrome	2
94068	Spondyloepiphyseal dysplasia congenita	COL2A1	Spondyloepiphyseal dysplasia congenita	2
93262	Crouzon syndrome-acanthosis nigricans syndrome	FGFR3	Crouzon syndrome-acanthosis nigricans syndrome	2
101006	Autosomal recessive spastic paraplegia type 26	B4GALNT1	Autosomal recessive spastic paraplegia type 26	2
101010	Autosomal spastic paraplegia type 30	KIF1A	Autosomal spastic paraplegia type 30	2
101039	Female restricted epilepsy with intellectual disability	PCDH19	Female restricted epilepsy with intellectual disability	2
101028	Transaldolase deficiency	TALDO1	Transaldolase deficiency	2
100984	Autosomal dominant spastic paraplegia type 3	ATL1	Autosomal dominant spastic paraplegia type 3	2
100991	Autosomal dominant spastic paraplegia type 10	KIF5A	Autosomal dominant spastic paraplegia type 10	2
100989	Autosomal dominant spastic paraplegia type 8	WASHC5	Autosomal dominant spastic paraplegia type 8	2
100988	Autosomal dominant spastic paraplegia type 6	NIPA1	Autosomal dominant spastic paraplegia type 6	2
